referrer,views_total,views_unique
github.com,321,47
Google,307,54
hctsa-users.gitbook.io,79,16
Bing,52,7
benfulcher.github.io,21,4
tsfresh.readthedocs.io,12,7
paperswithcode.com,7,5
nature.com,5,1
l.facebook.com,4,2
apaas.dev,3,1
