time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-15 00:00:00+00:00,5,4,143,23
2024-01-16 00:00:00+00:00,6,2,61,18
2024-01-17 00:00:00+00:00,6,2,148,23
2024-01-18 00:00:00+00:00,2,2,133,18
2024-01-19 00:00:00+00:00,7,3,113,26
2024-01-20 00:00:00+00:00,8,4,88,11
2024-01-21 00:00:00+00:00,1,1,35,10
2024-01-22 00:00:00+00:00,10,4,171,19
2024-01-23 00:00:00+00:00,3,3,127,22
2024-01-24 00:00:00+00:00,9,4,114,26
2024-01-25 00:00:00+00:00,9,4,81,26
2024-01-26 00:00:00+00:00,2,2,65,20
2024-01-27 00:00:00+00:00,8,4,27,11
2024-01-28 00:00:00+00:00,5,1,25,10
