time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-20 00:00:00+00:00,6.0,2.0,94,21
2023-10-21 00:00:00+00:00,1.0,1.0,35,13
2023-10-22 00:00:00+00:00,7.0,3.0,296,6
2023-10-23 00:00:00+00:00,9.0,5.0,190,25
2023-10-24 00:00:00+00:00,2.0,2.0,114,32
2023-10-25 00:00:00+00:00,9.0,5.0,92,25
2023-10-26 00:00:00+00:00,7.0,3.0,51,24
2023-10-27 00:00:00+00:00,1.0,1.0,129,21
2023-10-28 00:00:00+00:00,6.0,2.0,11,9
2023-10-29 00:00:00+00:00,7.0,3.0,89,6
2023-10-30 00:00:00+00:00,2.0,2.0,138,27
2023-10-31 00:00:00+00:00,7.0,3.0,194,29
2023-11-01 00:00:00+00:00,6.0,2.0,72,28
2023-11-02 00:00:00+00:00,,,67,20
