time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-01 00:00:00+00:00,52,13,18,13
2026-05-02 00:00:00+00:00,52,13,23,11
2026-05-03 00:00:00+00:00,16,7,19,15
2026-05-04 00:00:00+00:00,17,8,14,9
2026-05-05 00:00:00+00:00,18,7,15,10
2026-05-06 00:00:00+00:00,17,7,15,9
2026-05-07 00:00:00+00:00,18,9,16,9
2026-05-08 00:00:00+00:00,13,7,10,7
2026-05-09 00:00:00+00:00,14,5,7,7
2026-05-10 00:00:00+00:00,15,5,9,6
2026-05-11 00:00:00+00:00,19,7,15,12
2026-05-12 00:00:00+00:00,34,10,19,9
2026-05-13 00:00:00+00:00,28,9,10,7
2026-05-14 00:00:00+00:00,36,12,17,13
