referrer,views_total,views_unique
Google,224,65
github.com,40,18
DuckDuckGo,21,1
chatgpt.com,17,5
search.brave.com,15,2
time-series-features.gitbook.io,12,8
tsfresh.readthedocs.io,6,5
medium.com,6,3
academic.oup.com,3,1
benfulcher.github.io,2,2
