referrer,views_total,views_unique
Google,113,36
time-series-features.gitbook.io,30,8
github.com,17,15
jira.sqpc.sqrpnt.com,6,1
benfulcher.github.io,3,2
medium.com,3,1
tsfresh.readthedocs.io,2,2
Bing,2,1
DuckDuckGo,1,1
aileea.com,1,1
