time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-10 00:00:00+00:00,17,6,38,19
2025-06-11 00:00:00+00:00,16,8,49,21
2025-06-12 00:00:00+00:00,18,6,37,15
2025-06-13 00:00:00+00:00,13,7,25,16
2025-06-14 00:00:00+00:00,16,5,13,8
2025-06-15 00:00:00+00:00,13,6,15,11
2025-06-16 00:00:00+00:00,29,13,53,23
2025-06-17 00:00:00+00:00,20,11,21,13
2025-06-18 00:00:00+00:00,18,7,48,27
2025-06-19 00:00:00+00:00,18,8,49,17
2025-06-20 00:00:00+00:00,17,4,25,19
2025-06-21 00:00:00+00:00,48,5,10,9
2025-06-22 00:00:00+00:00,15,4,7,5
2025-06-23 00:00:00+00:00,3,2,18,14
