time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-15 00:00:00+00:00,28,11,9,6
2026-07-16 00:00:00+00:00,9,5,10,9
2026-07-17 00:00:00+00:00,10,7,13,10
2026-07-18 00:00:00+00:00,20,9,7,2
2026-07-19 00:00:00+00:00,2,2,13,5
2026-07-20 00:00:00+00:00,27,10,4,4
2026-07-21 00:00:00+00:00,23,10,12,9
2026-07-22 00:00:00+00:00,94,9,12,7
2026-07-23 00:00:00+00:00,4,4,27,14
2026-07-24 00:00:00+00:00,4,4,13,7
2026-07-25 00:00:00+00:00,13,7,5,4
2026-07-26 00:00:00+00:00,24,15,8,6
2026-07-27 00:00:00+00:00,11,6,21,16
2026-07-28 00:00:00+00:00,4,4,14,8
