time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-10 00:00:00+00:00,20,7,20,13
2026-04-11 00:00:00+00:00,18,12,2,2
2026-04-12 00:00:00+00:00,14,9,3,3
2026-04-13 00:00:00+00:00,35,13,36,17
2026-04-14 00:00:00+00:00,30,11,54,14
2026-04-15 00:00:00+00:00,15,5,18,13
2026-04-16 00:00:00+00:00,25,8,24,17
2026-04-17 00:00:00+00:00,20,9,20,15
2026-04-18 00:00:00+00:00,16,5,4,4
2026-04-19 00:00:00+00:00,13,7,10,8
2026-04-20 00:00:00+00:00,51,22,27,17
2026-04-21 00:00:00+00:00,72,30,46,16
2026-04-22 00:00:00+00:00,96,32,25,14
2026-04-23 00:00:00+00:00,77,26,21,12
