time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-24 00:00:00+00:00,6,2,21,10
2024-02-25 00:00:00+00:00,1,1,38,9
2024-02-26 00:00:00+00:00,9,5,40,23
2024-02-27 00:00:00+00:00,3,2,40,16
2024-02-28 00:00:00+00:00,6,2,182,23
2024-02-29 00:00:00+00:00,1,1,55,23
2024-03-01 00:00:00+00:00,7,3,32,17
2024-03-02 00:00:00+00:00,1,1,16,10
2024-03-03 00:00:00+00:00,7,3,39,10
2024-03-04 00:00:00+00:00,9,5,39,22
2024-03-05 00:00:00+00:00,1,1,31,16
2024-03-06 00:00:00+00:00,7,3,95,21
2024-03-07 00:00:00+00:00,2,2,81,20
2024-03-08 00:00:00+00:00,6,2,38,11
