referrer,views_total,views_unique
Google,52,27
github.com,27,15
figshare.com,9,2
Bing,8,8
time-series-features.gitbook.io,6,6
tsfresh.readthedocs.io,5,4
Yahoo,3,1
benfulcher.github.io,2,2
xljsci.com,2,1
chatgpt.com,1,1
