time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-28 00:00:00+00:00,,,33,18
2024-06-29 00:00:00+00:00,,,28,11
2024-06-30 00:00:00+00:00,3.0,2.0,35,16
2024-07-01 00:00:00+00:00,56.0,5.0,135,27
2024-07-02 00:00:00+00:00,,,154,27
2024-07-03 00:00:00+00:00,1.0,1.0,66,25
2024-07-04 00:00:00+00:00,,,73,17
2024-07-05 00:00:00+00:00,1.0,1.0,46,22
2024-07-06 00:00:00+00:00,1.0,1.0,53,14
2024-07-07 00:00:00+00:00,1.0,1.0,5,5
2024-07-08 00:00:00+00:00,4.0,4.0,98,26
2024-07-09 00:00:00+00:00,2.0,2.0,76,31
2024-07-10 00:00:00+00:00,2.0,2.0,110,31
2024-07-11 00:00:00+00:00,1.0,1.0,175,35
