time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-29 00:00:00+00:00,,,20,13
2024-11-30 00:00:00+00:00,,,19,8
2024-12-01 00:00:00+00:00,1.0,1.0,24,8
2024-12-02 00:00:00+00:00,2.0,2.0,21,13
2024-12-03 00:00:00+00:00,1.0,1.0,69,17
2024-12-04 00:00:00+00:00,,,45,25
2024-12-05 00:00:00+00:00,3.0,1.0,40,18
2024-12-06 00:00:00+00:00,2.0,2.0,36,8
2024-12-07 00:00:00+00:00,,,18,9
2024-12-08 00:00:00+00:00,2.0,1.0,13,8
2024-12-09 00:00:00+00:00,5.0,2.0,42,18
2024-12-10 00:00:00+00:00,,,27,15
2024-12-11 00:00:00+00:00,1.0,1.0,28,12
2024-12-12 00:00:00+00:00,,,22,14
