referrer,views_total,views_unique
github.com,67,19
Google,40,26
time-series-features.gitbook.io,20,10
Bing,16,6
search.brave.com,10,6
cell.com,10,2
tsfresh.readthedocs.io,5,4
figshare.com,5,2
Yahoo,1,1
benfulcher.github.io,1,1
