time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-27 00:00:00+00:00,29,11,14,10
2026-04-28 00:00:00+00:00,15,6,11,9
2026-04-29 00:00:00+00:00,20,9,9,9
2026-04-30 00:00:00+00:00,40,13,7,7
2026-05-01 00:00:00+00:00,52,13,18,13
2026-05-02 00:00:00+00:00,52,13,23,11
2026-05-03 00:00:00+00:00,16,7,19,15
2026-05-04 00:00:00+00:00,17,8,14,9
2026-05-05 00:00:00+00:00,18,7,15,10
2026-05-06 00:00:00+00:00,17,7,15,9
2026-05-07 00:00:00+00:00,18,9,16,9
2026-05-08 00:00:00+00:00,13,7,10,7
2026-05-09 00:00:00+00:00,14,5,7,7
2026-05-10 00:00:00+00:00,15,5,9,6
