referrer,views_total,views_unique
Google,264,66
github.com,67,23
search.brave.com,27,2
time-series-features.gitbook.io,21,9
DuckDuckGo,21,1
chatgpt.com,16,4
medium.com,9,5
tsfresh.readthedocs.io,4,3
Bing,3,3
academic.oup.com,3,1
