time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-06 00:00:00+00:00,5.0,3.0,14,11
2024-11-07 00:00:00+00:00,4.0,4.0,52,29
2024-11-08 00:00:00+00:00,1.0,1.0,190,16
2024-11-09 00:00:00+00:00,3.0,2.0,19,9
2024-11-10 00:00:00+00:00,,,21,7
2024-11-11 00:00:00+00:00,,,71,26
2024-11-12 00:00:00+00:00,,,44,22
2024-11-13 00:00:00+00:00,,,84,19
2024-11-14 00:00:00+00:00,1.0,1.0,121,26
2024-11-15 00:00:00+00:00,1.0,1.0,39,15
2024-11-16 00:00:00+00:00,,,19,7
2024-11-17 00:00:00+00:00,,,12,8
2024-11-18 00:00:00+00:00,,,48,19
2024-11-19 00:00:00+00:00,,,29,16
