referrer,views_total,views_unique
Google,73,26
github.com,19,12
search.brave.com,17,11
teams.public.onecdn.static.microsoft,12,1
time-series-features.gitbook.io,6,6
chatgpt.com,3,2
Bing,2,2
ecosia.org,2,1
opentimeseries.com,2,1
cell.com,1,1
