referrer,views_total,views_unique
Google,82,35
time-series-features.gitbook.io,25,5
github.com,18,16
jira.sqpc.sqrpnt.com,6,1
benfulcher.github.io,3,2
medium.com,3,1
tsfresh.readthedocs.io,2,2
Bing,2,1
DuckDuckGo,1,1
aileea.com,1,1
