time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-04 00:00:00+00:00,22,8,15,10
2026-04-05 00:00:00+00:00,20,12,14,7
2026-04-06 00:00:00+00:00,22,13,9,6
2026-04-07 00:00:00+00:00,13,8,17,13
2026-04-08 00:00:00+00:00,20,12,26,13
2026-04-09 00:00:00+00:00,17,8,7,5
2026-04-10 00:00:00+00:00,20,7,20,13
2026-04-11 00:00:00+00:00,18,12,2,2
2026-04-12 00:00:00+00:00,14,9,3,3
2026-04-13 00:00:00+00:00,35,13,36,17
2026-04-14 00:00:00+00:00,30,11,54,14
2026-04-15 00:00:00+00:00,15,5,18,13
2026-04-16 00:00:00+00:00,25,8,24,17
2026-04-17 00:00:00+00:00,20,9,20,15
