time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-04 00:00:00+00:00,9.0,5.0,39,22
2024-03-05 00:00:00+00:00,1.0,1.0,31,16
2024-03-06 00:00:00+00:00,7.0,3.0,95,21
2024-03-07 00:00:00+00:00,2.0,2.0,81,20
2024-03-08 00:00:00+00:00,7.0,3.0,52,13
2024-03-09 00:00:00+00:00,6.0,2.0,28,9
2024-03-10 00:00:00+00:00,1.0,1.0,58,11
2024-03-11 00:00:00+00:00,8.0,4.0,39,21
2024-03-12 00:00:00+00:00,2.0,2.0,76,15
2024-03-13 00:00:00+00:00,6.0,2.0,78,21
2024-03-14 00:00:00+00:00,6.0,2.0,60,24
2024-03-15 00:00:00+00:00,1.0,1.0,52,18
2024-03-16 00:00:00+00:00,7.0,3.0,8,5
2024-03-17 00:00:00+00:00,,,96,16
