time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-21 00:00:00+00:00,12,5,22,11
2025-10-22 00:00:00+00:00,1,1,25,13
2025-10-23 00:00:00+00:00,15,9,39,16
2025-10-24 00:00:00+00:00,20,7,26,17
2025-10-25 00:00:00+00:00,8,6,59,17
2025-10-26 00:00:00+00:00,13,6,34,8
2025-10-27 00:00:00+00:00,13,7,58,20
2025-10-28 00:00:00+00:00,12,9,48,30
2025-10-29 00:00:00+00:00,11,4,25,15
2025-10-30 00:00:00+00:00,7,4,30,18
2025-10-31 00:00:00+00:00,19,8,80,22
2025-11-01 00:00:00+00:00,4,3,18,11
2025-11-02 00:00:00+00:00,23,14,18,11
2025-11-03 00:00:00+00:00,8,2,24,17
