referrer,views_total,views_unique
Google,231,63
github.com,64,21
DuckDuckGo,21,1
search.brave.com,17,2
chatgpt.com,16,4
time-series-features.gitbook.io,12,7
medium.com,8,4
tsfresh.readthedocs.io,4,3
Bing,3,3
academic.oup.com,3,1
