time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-25 00:00:00+00:00,1.0,1.0,84,18
2024-03-26 00:00:00+00:00,7.0,3.0,62,21
2024-03-27 00:00:00+00:00,6.0,2.0,68,24
2024-03-28 00:00:00+00:00,2.0,2.0,20,16
2024-03-29 00:00:00+00:00,6.0,2.0,29,12
2024-03-30 00:00:00+00:00,1.0,1.0,9,4
2024-03-31 00:00:00+00:00,6.0,2.0,55,7
2024-04-01 00:00:00+00:00,6.0,2.0,115,19
2024-04-02 00:00:00+00:00,1.0,1.0,57,14
2024-04-03 00:00:00+00:00,10.0,5.0,67,20
2024-04-04 00:00:00+00:00,2.0,2.0,48,26
2024-04-05 00:00:00+00:00,6.0,2.0,43,15
2024-04-06 00:00:00+00:00,6.0,2.0,10,7
2024-04-07 00:00:00+00:00,,,28,9
