time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-19 00:00:00+00:00,,,45,14
2024-08-20 00:00:00+00:00,3.0,2.0,148,14
2024-08-21 00:00:00+00:00,2.0,2.0,23,18
2024-08-22 00:00:00+00:00,,,32,18
2024-08-23 00:00:00+00:00,3.0,1.0,43,21
2024-08-24 00:00:00+00:00,1.0,1.0,40,14
2024-08-25 00:00:00+00:00,2.0,2.0,51,15
2024-08-26 00:00:00+00:00,1.0,1.0,30,12
2024-08-27 00:00:00+00:00,2.0,1.0,102,17
2024-08-28 00:00:00+00:00,1.0,1.0,46,15
2024-08-29 00:00:00+00:00,,,35,18
2024-08-30 00:00:00+00:00,2.0,2.0,31,18
2024-08-31 00:00:00+00:00,1.0,1.0,29,8
2024-09-01 00:00:00+00:00,,,13,5
