time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-21 00:00:00+00:00,,,17,12
2024-12-22 00:00:00+00:00,2.0,1.0,16,8
2024-12-23 00:00:00+00:00,1.0,1.0,16,10
2024-12-24 00:00:00+00:00,,,19,12
2024-12-25 00:00:00+00:00,1.0,1.0,18,9
2024-12-26 00:00:00+00:00,2.0,1.0,15,8
2024-12-27 00:00:00+00:00,2.0,1.0,12,10
2024-12-28 00:00:00+00:00,2.0,2.0,2,2
2024-12-29 00:00:00+00:00,1.0,1.0,12,8
2024-12-30 00:00:00+00:00,1.0,1.0,20,15
2024-12-31 00:00:00+00:00,3.0,2.0,10,7
2025-01-01 00:00:00+00:00,,,28,12
2025-01-02 00:00:00+00:00,1.0,1.0,13,8
2025-01-03 00:00:00+00:00,,,6,5
