referrer,views_total,views_unique
Google,124,52
github.com,30,18
tsfresh.readthedocs.io,6,5
chatgpt.com,6,2
yandex.ru,4,2
time-series-features.gitbook.io,3,3
paperswithcode.com,3,3
juliahub.com,3,2
Bing,3,2
aeon-toolkit.org,2,2
