time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-01 00:00:00+00:00,10,4,26,8
2024-06-02 00:00:00+00:00,1,1,28,10
2024-06-03 00:00:00+00:00,9,5,48,22
2024-06-04 00:00:00+00:00,8,4,157,28
2024-06-05 00:00:00+00:00,2,2,90,18
2024-06-06 00:00:00+00:00,6,2,50,22
2024-06-07 00:00:00+00:00,11,7,41,12
2024-06-08 00:00:00+00:00,10,4,22,9
2024-06-09 00:00:00+00:00,6,2,11,7
2024-06-10 00:00:00+00:00,5,2,95,26
2024-06-11 00:00:00+00:00,10,3,59,15
2024-06-12 00:00:00+00:00,3,3,65,25
2024-06-13 00:00:00+00:00,11,4,83,29
2024-06-14 00:00:00+00:00,1,1,88,18
