time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-15 00:00:00+00:00,9.0,4.0,57.0,20.0
2023-11-16 00:00:00+00:00,1.0,1.0,49.0,20.0
2023-11-17 00:00:00+00:00,8.0,3.0,29.0,16.0
2023-11-18 00:00:00+00:00,8.0,4.0,30.0,10.0
2023-11-19 00:00:00+00:00,1.0,1.0,8.0,7.0
2023-11-20 00:00:00+00:00,10.0,5.0,46.0,15.0
2023-11-21 00:00:00+00:00,7.0,3.0,52.0,20.0
2023-11-22 00:00:00+00:00,3.0,3.0,35.0,11.0
2023-11-23 00:00:00+00:00,8.0,3.0,41.0,11.0
2023-11-24 00:00:00+00:00,7.0,3.0,49.0,19.0
2023-11-25 00:00:00+00:00,1.0,1.0,,
2023-11-26 00:00:00+00:00,7.0,3.0,39.0,9.0
2023-11-27 00:00:00+00:00,8.0,4.0,64.0,22.0
2023-11-28 00:00:00+00:00,,,92.0,21.0
