time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-29 00:00:00+00:00,3.0,1.0,119,25
2024-07-30 00:00:00+00:00,1.0,1.0,187,18
2024-07-31 00:00:00+00:00,,,71,10
2024-08-01 00:00:00+00:00,1.0,1.0,120,19
2024-08-02 00:00:00+00:00,,,198,15
2024-08-03 00:00:00+00:00,1.0,1.0,121,6
2024-08-04 00:00:00+00:00,3.0,2.0,156,6
2024-08-05 00:00:00+00:00,6.0,4.0,33,10
2024-08-06 00:00:00+00:00,2.0,2.0,137,21
2024-08-07 00:00:00+00:00,,,94,22
2024-08-08 00:00:00+00:00,,,71,26
2024-08-09 00:00:00+00:00,2.0,1.0,45,19
2024-08-10 00:00:00+00:00,3.0,2.0,93,10
2024-08-11 00:00:00+00:00,1.0,1.0,45,6
