time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-02 00:00:00+00:00,23,14,18,11
2025-11-03 00:00:00+00:00,11,5,25,18
2025-11-04 00:00:00+00:00,11,6,35,25
2025-11-05 00:00:00+00:00,12,8,56,23
2025-11-06 00:00:00+00:00,13,9,54,21
2025-11-07 00:00:00+00:00,10,5,53,22
2025-11-08 00:00:00+00:00,9,8,4,4
2025-11-09 00:00:00+00:00,9,4,11,11
2025-11-10 00:00:00+00:00,8,8,92,27
2025-11-11 00:00:00+00:00,15,5,36,18
2025-11-12 00:00:00+00:00,12,6,64,30
2025-11-13 00:00:00+00:00,10,5,34,18
2025-11-14 00:00:00+00:00,6,5,20,16
2025-11-15 00:00:00+00:00,3,2,12,9
