time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-09 00:00:00+00:00,30,15,32,11
2026-09-10 00:00:00+00:00,5,5,14,10
2026-09-11 00:00:00+00:00,10,10,13,6
2026-09-12 00:00:00+00:00,5,5,1,1
2026-09-13 00:00:00+00:00,6,6,9,9
2026-09-14 00:00:00+00:00,15,9,17,11
2026-09-15 00:00:00+00:00,11,7,14,12
2026-09-16 00:00:00+00:00,9,8,23,18
2026-09-17 00:00:00+00:00,6,4,10,7
2026-09-18 00:00:00+00:00,25,11,35,11
2026-09-19 00:00:00+00:00,16,7,8,6
2026-09-20 00:00:00+00:00,20,14,10,9
2026-09-21 00:00:00+00:00,35,16,15,10
2026-09-22 00:00:00+00:00,35,10,15,10
