time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-20 00:00:00+00:00,1.0,1.0,25,19
2024-03-21 00:00:00+00:00,9.0,5.0,55,20
2024-03-22 00:00:00+00:00,1.0,1.0,68,17
2024-03-23 00:00:00+00:00,6.0,2.0,11,6
2024-03-24 00:00:00+00:00,6.0,2.0,94,11
2024-03-25 00:00:00+00:00,1.0,1.0,84,18
2024-03-26 00:00:00+00:00,7.0,3.0,62,21
2024-03-27 00:00:00+00:00,6.0,2.0,68,24
2024-03-28 00:00:00+00:00,2.0,2.0,20,16
2024-03-29 00:00:00+00:00,6.0,2.0,29,12
2024-03-30 00:00:00+00:00,1.0,1.0,9,4
2024-03-31 00:00:00+00:00,6.0,2.0,55,7
2024-04-01 00:00:00+00:00,6.0,2.0,115,19
2024-04-02 00:00:00+00:00,,,54,13
