time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-10 00:00:00+00:00,17,10,26,12
2026-07-11 00:00:00+00:00,4,4,4,4
2026-07-12 00:00:00+00:00,11,6,4,4
2026-07-13 00:00:00+00:00,20,9,2,2
2026-07-14 00:00:00+00:00,18,9,13,7
2026-07-15 00:00:00+00:00,28,11,9,6
2026-07-16 00:00:00+00:00,9,5,10,9
2026-07-17 00:00:00+00:00,10,7,13,10
2026-07-18 00:00:00+00:00,20,9,7,2
2026-07-19 00:00:00+00:00,2,2,13,5
2026-07-20 00:00:00+00:00,27,10,4,4
2026-07-21 00:00:00+00:00,23,10,12,9
2026-07-22 00:00:00+00:00,94,9,12,7
2026-07-23 00:00:00+00:00,4,4,27,14
