time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-12 00:00:00+00:00,15,6,35,18
2026-01-13 00:00:00+00:00,9,5,48,18
2026-01-14 00:00:00+00:00,9,5,37,19
2026-01-15 00:00:00+00:00,18,6,20,13
2026-01-16 00:00:00+00:00,6,6,39,14
2026-01-17 00:00:00+00:00,8,4,40,5
2026-01-18 00:00:00+00:00,10,5,30,14
2026-01-19 00:00:00+00:00,15,5,30,19
2026-01-20 00:00:00+00:00,9,9,23,15
2026-01-21 00:00:00+00:00,5,5,27,13
2026-01-22 00:00:00+00:00,3,3,16,12
2026-01-23 00:00:00+00:00,10,5,46,21
2026-01-24 00:00:00+00:00,18,8,17,5
2026-01-25 00:00:00+00:00,18,9,30,2
