time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-27 00:00:00+00:00,12,4,10,6
2025-12-28 00:00:00+00:00,17,6,8,5
2025-12-29 00:00:00+00:00,13,9,15,10
2025-12-30 00:00:00+00:00,16,9,25,15
2025-12-31 00:00:00+00:00,12,6,7,5
2026-01-01 00:00:00+00:00,2,2,6,6
2026-01-02 00:00:00+00:00,6,5,15,8
2026-01-03 00:00:00+00:00,21,9,22,7
2026-01-04 00:00:00+00:00,13,5,9,7
2026-01-05 00:00:00+00:00,9,5,14,13
2026-01-06 00:00:00+00:00,18,10,20,10
2026-01-07 00:00:00+00:00,18,10,25,15
2026-01-08 00:00:00+00:00,8,4,24,17
2026-01-09 00:00:00+00:00,10,6,45,17
