time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-25 00:00:00+00:00,10,9,14,13
2026-08-26 00:00:00+00:00,9,4,44,17
2026-08-27 00:00:00+00:00,13,8,20,12
2026-08-28 00:00:00+00:00,12,11,6,5
2026-08-29 00:00:00+00:00,3,3,8,6
2026-08-30 00:00:00+00:00,9,9,18,10
2026-08-31 00:00:00+00:00,7,6,18,10
2026-09-01 00:00:00+00:00,11,11,14,11
2026-09-02 00:00:00+00:00,7,7,20,11
2026-09-03 00:00:00+00:00,6,6,52,16
2026-09-04 00:00:00+00:00,33,9,10,9
2026-09-05 00:00:00+00:00,10,8,17,13
2026-09-06 00:00:00+00:00,3,3,14,10
2026-09-07 00:00:00+00:00,5,4,15,11
