time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-20 00:00:00+00:00,7,6,22,15
2025-11-21 00:00:00+00:00,5,5,30,10
2025-11-22 00:00:00+00:00,5,5,9,6
2025-11-23 00:00:00+00:00,5,5,2,2
2025-11-24 00:00:00+00:00,7,6,47,13
2025-11-25 00:00:00+00:00,8,7,20,15
2025-11-26 00:00:00+00:00,9,9,21,16
2025-11-27 00:00:00+00:00,10,10,27,18
2025-11-28 00:00:00+00:00,9,7,19,6
2025-11-29 00:00:00+00:00,11,11,16,9
2025-11-30 00:00:00+00:00,18,16,11,9
2025-12-01 00:00:00+00:00,57,15,31,20
2025-12-02 00:00:00+00:00,54,22,18,13
2025-12-03 00:00:00+00:00,126,28,32,16
