time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-03 00:00:00+00:00,26,13,20,15
2026-02-04 00:00:00+00:00,11,3,33,18
2026-02-05 00:00:00+00:00,7,6,29,13
2026-02-06 00:00:00+00:00,3,3,12,10
2026-02-07 00:00:00+00:00,11,7,7,6
2026-02-08 00:00:00+00:00,19,10,31,9
2026-02-09 00:00:00+00:00,18,9,31,13
2026-02-10 00:00:00+00:00,7,3,9,6
2026-02-11 00:00:00+00:00,17,5,12,9
2026-02-12 00:00:00+00:00,20,11,31,15
2026-02-13 00:00:00+00:00,9,5,8,6
2026-02-14 00:00:00+00:00,16,7,19,6
2026-02-15 00:00:00+00:00,8,4,6,4
2026-02-16 00:00:00+00:00,18,10,15,11
