time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-22 00:00:00+00:00,5.0,2.0,25,8
2024-06-23 00:00:00+00:00,1.0,1.0,41,7
2024-06-24 00:00:00+00:00,,,49,17
2024-06-25 00:00:00+00:00,1.0,1.0,75,36
2024-06-26 00:00:00+00:00,4.0,2.0,79,29
2024-06-27 00:00:00+00:00,2.0,2.0,108,33
2024-06-28 00:00:00+00:00,,,33,18
2024-06-29 00:00:00+00:00,,,28,11
2024-06-30 00:00:00+00:00,3.0,2.0,35,16
2024-07-01 00:00:00+00:00,56.0,5.0,135,27
2024-07-02 00:00:00+00:00,,,154,27
2024-07-03 00:00:00+00:00,1.0,1.0,66,25
2024-07-04 00:00:00+00:00,,,73,17
2024-07-05 00:00:00+00:00,1.0,1.0,44,21
