referrer,views_total,views_unique
github.com,68,18
Google,43,29
time-series-features.gitbook.io,14,7
Bing,13,5
cell.com,10,2
tsfresh.readthedocs.io,7,6
search.brave.com,7,5
figshare.com,3,2
Yahoo,1,1
benfulcher.github.io,1,1
