time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-25 00:00:00+00:00,1.0,1.0,53,18
2024-09-26 00:00:00+00:00,1.0,1.0,80,25
2024-09-27 00:00:00+00:00,3.0,3.0,50,14
2024-09-28 00:00:00+00:00,,,50,7
2024-09-29 00:00:00+00:00,1.0,1.0,7,5
2024-09-30 00:00:00+00:00,,,43,21
2024-10-01 00:00:00+00:00,2.0,2.0,28,14
2024-10-02 00:00:00+00:00,,,56,26
2024-10-03 00:00:00+00:00,,,15,13
2024-10-04 00:00:00+00:00,,,32,22
2024-10-05 00:00:00+00:00,,,10,7
2024-10-06 00:00:00+00:00,3.0,2.0,11,9
2024-10-07 00:00:00+00:00,2.0,2.0,52,29
2024-10-08 00:00:00+00:00,2.0,2.0,37,17
