time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-30 00:00:00+00:00,1,1,9,4
2024-03-31 00:00:00+00:00,6,2,55,7
2024-04-01 00:00:00+00:00,6,2,115,19
2024-04-02 00:00:00+00:00,1,1,57,14
2024-04-03 00:00:00+00:00,10,5,67,20
2024-04-04 00:00:00+00:00,2,2,48,26
2024-04-05 00:00:00+00:00,6,2,43,15
2024-04-06 00:00:00+00:00,6,2,10,7
2024-04-07 00:00:00+00:00,1,1,29,10
2024-04-08 00:00:00+00:00,7,3,49,26
2024-04-09 00:00:00+00:00,6,2,75,26
2024-04-10 00:00:00+00:00,1,1,120,20
2024-04-11 00:00:00+00:00,6,2,41,21
2024-04-12 00:00:00+00:00,2,2,24,9
