time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-22 00:00:00+00:00,15.0,4.0,7,5
2025-06-23 00:00:00+00:00,17.0,8.0,23,16
2025-06-24 00:00:00+00:00,21.0,5.0,120,16
2025-06-25 00:00:00+00:00,10.0,4.0,298,14
2025-06-26 00:00:00+00:00,14.0,5.0,38,27
2025-06-27 00:00:00+00:00,11.0,5.0,31,11
2025-06-28 00:00:00+00:00,16.0,6.0,25,11
2025-06-29 00:00:00+00:00,12.0,5.0,17,8
2025-06-30 00:00:00+00:00,17.0,6.0,27,18
2025-07-01 00:00:00+00:00,15.0,6.0,79,16
2025-07-02 00:00:00+00:00,20.0,8.0,79,30
2025-07-03 00:00:00+00:00,14.0,8.0,60,18
2025-07-04 00:00:00+00:00,22.0,9.0,20,11
2025-07-05 00:00:00+00:00,,,20,13
