referrer,views_total,views_unique
Google,49,39
medium.com,46,2
github.com,35,20
time-series-features.gitbook.io,17,12
benfulcher.github.io,10,3
readmedium.com,6,1
search.brave.com,5,3
nature.com,3,3
tsfresh.readthedocs.io,3,3
ecosia.org,2,2
