referrer,views_total,views_unique
Google,321,74
github.com,67,22
time-series-features.gitbook.io,61,8
DuckDuckGo,33,2
chatgpt.com,30,2
tsfresh.readthedocs.io,16,11
figshare.com,9,4
benfulcher.github.io,9,2
Baidu,4,2
nature.com,3,3
