referrer,views_total,views_unique
Google,42,21
github.com,26,17
Bing,7,7
nature.com,6,2
time-series-features.gitbook.io,5,5
tsfresh.readthedocs.io,5,5
benfulcher.com,5,3
search.brave.com,4,3
medium.com,2,1
Baidu,1,1
