time_iso8601,stars_cumulative
2023-02-04 00:00:00+00:00,569
2023-02-10 00:00:00+00:00,570
2023-02-15 00:00:00+00:00,571
2023-02-18 00:00:00+00:00,572
2023-02-22 00:00:00+00:00,573
2023-02-23 00:00:00+00:00,574
2023-02-27 00:00:00+00:00,575
2023-03-05 00:00:00+00:00,576
2023-03-06 00:00:00+00:00,577
2023-03-09 00:00:00+00:00,578
2023-03-15 00:00:00+00:00,579
2023-03-16 00:00:00+00:00,580
2023-03-23 00:00:00+00:00,581
2023-03-24 00:00:00+00:00,582
2023-03-26 00:00:00+00:00,583
2023-03-30 00:00:00+00:00,584
2023-04-04 00:00:00+00:00,585
2023-04-06 00:00:00+00:00,586
2023-04-12 00:00:00+00:00,587
2023-04-17 00:00:00+00:00,588
2023-04-19 00:00:00+00:00,590
2023-04-22 00:00:00+00:00,591
2023-05-06 00:00:00+00:00,592
2023-05-08 00:00:00+00:00,593
2023-05-14 00:00:00+00:00,594
2023-05-25 00:00:00+00:00,595
2023-05-30 00:00:00+00:00,596
2023-06-08 00:00:00+00:00,597
2023-06-30 00:00:00+00:00,598
2023-07-02 00:00:00+00:00,599
2023-07-04 00:00:00+00:00,601
2023-07-05 00:00:00+00:00,603
2023-07-07 00:00:00+00:00,604
2023-07-09 00:00:00+00:00,605
2023-07-11 00:00:00+00:00,610
2023-07-17 00:00:00+00:00,611
2023-07-18 00:00:00+00:00,612
2023-07-27 00:00:00+00:00,613
2023-07-29 00:00:00+00:00,614
2023-07-30 00:00:00+00:00,615
2023-08-01 00:00:00+00:00,616
2023-08-08 00:00:00+00:00,617
2023-08-18 00:00:00+00:00,618
2023-08-21 00:00:00+00:00,619
2023-08-23 00:00:00+00:00,620
2023-09-01 00:00:00+00:00,621
2023-09-04 00:00:00+00:00,623
2023-09-07 00:00:00+00:00,624
2023-09-11 00:00:00+00:00,625
2023-09-12 00:00:00+00:00,626
2023-09-17 00:00:00+00:00,627
2023-09-24 00:00:00+00:00,628
2023-09-26 00:00:00+00:00,629
2023-09-28 00:00:00+00:00,631
2023-09-30 00:00:00+00:00,632
2023-10-02 00:00:00+00:00,633
2023-10-04 00:00:00+00:00,634
2023-10-09 00:00:00+00:00,635
2023-10-18 00:00:00+00:00,637
2023-10-21 00:00:00+00:00,638
2023-10-27 00:00:00+00:00,639
2023-10-28 00:00:00+00:00,640
2023-10-29 00:00:00+00:00,641
2023-11-02 00:00:00+00:00,642
2023-11-03 00:00:00+00:00,643
2023-11-05 00:00:00+00:00,644
2023-11-08 00:00:00+00:00,645
2023-11-09 00:00:00+00:00,646
2023-11-11 00:00:00+00:00,647
2023-11-12 00:00:00+00:00,648
2023-11-15 00:00:00+00:00,649
2023-11-19 00:00:00+00:00,650
2023-11-20 00:00:00+00:00,651
2023-11-30 00:00:00+00:00,652
2023-12-03 00:00:00+00:00,653
2023-12-05 00:00:00+00:00,654
2023-12-12 00:00:00+00:00,655
2023-12-20 00:00:00+00:00,657
2023-12-22 00:00:00+00:00,658
2023-12-28 00:00:00+00:00,659
2024-01-02 00:00:00+00:00,660
2024-01-07 00:00:00+00:00,661
2024-01-09 00:00:00+00:00,662
2024-01-23 00:00:00+00:00,663
2024-01-26 00:00:00+00:00,664
2024-01-27 00:00:00+00:00,666
2024-01-28 00:00:00+00:00,667
2024-02-02 00:00:00+00:00,668
2024-02-11 00:00:00+00:00,669
2024-02-14 00:00:00+00:00,670
2024-02-15 00:00:00+00:00,671
2024-02-19 00:00:00+00:00,672
2024-02-21 00:00:00+00:00,674
2024-02-22 00:00:00+00:00,675
2024-02-23 00:00:00+00:00,676
2024-02-24 00:00:00+00:00,677
