ST_length	length	misc,raw,lengthdep
DN_burstiness	burstiness	burstiness,raw,locdep
DN_max	maximum	distribution
DN_min	miminmum	misc
DN_mean	mean	location,raw,locdep
DN_hmean	harmonic_mean	location,raw,locdep
DN_rms	rms	location,raw,locdep,spreaddep
DN_HistogramMode_5	DN_HistogramMode_5	location
DN_HistogramMode_10	DN_HistogramMode_10	location
DN_HistogramMode_20	DN_HistogramMode_20	location
DN_median			median	location,raw,locdep
DN_iqm				iqm	location,raw,locdep
DN_midhinge			midhinge	location,raw,locdep
DN_TrimmedMean_1	trimmed_mean_1	location,raw,locdep
DN_TrimmedMean_2	trimmed_mean_2	location,raw,locdep
DN_TrimmedMean_5	trimmed_mean_5	location,raw,locdep
DN_TrimmedMean_10	trimmed_mean_10	location,raw,locdep
DN_TrimmedMean_25	trimmed_mean_25	location,raw,locdep
DN_TrimmedMean_50	trimmed_mean_50	location,raw,locdep
DN_Spread_std	standard_deviation	spread,raw,spreaddep
DN_Spread_mad	mean_absolute_deviation	spread,raw,spreaddep
DN_Spread_iqr	interquartile_range	spread,raw,spreaddep
DN_Spread_mead	median_absolute_deviation	spread,raw,spreaddep
DN_Spread_std_diff	DN_Spread_std_diff	spread,raw,spreaddep,diff
DN_Moments_3	mom_3	distribution,moment,shape
DN_Moments_4	mom_4	distribution,moment,shape
DN_Moments_5	mom_5	distribution,moment,shape
DN_Moments_6	mom_6	distribution,moment,shape
DN_Moments_7	mom_7	distribution,moment,shape
DN_Moments_8	mom_8	distribution,moment,shape
DN_Moments_9	mom_9	distribution,moment,shape
DN_Moments_10	mom_10	distribution,moment,shape
DN_Moments_11	mom_11	distribution,moment,shape
DN_Moments_raw_3	rawmom_3	distribution,moment,shape,raw,spreaddep
DN_Moments_raw_4	rawmom_4	distribution,moment,shape,raw,spreaddep
DN_Moments_raw_5	rawmom_5	distribution,moment,shape,raw,spreaddep
DN_Moments_raw_6	rawmom_6	distribution,moment,shape,raw,spreaddep
DN_Moments_raw_7	rawmom_7	distribution,moment,shape,raw,spreaddep
DN_Moments_raw_8	rawmom_8	distribution,moment,shape,raw,spreaddep
DN_Moments_raw_9	rawmom_9	distribution,moment,shape,raw,spreaddep
DN_Moments_raw_10	rawmom_10	distribution,moment,shape,raw,spreaddep
DN_Moments_raw_11	rawmom_11	distribution,moment,shape,raw,spreaddep
DN_CustomSkewness_pearson	skewness_pearson	distribution,moment,shape,raw,locdep
DN_CustomSkewness_bowley	skewness_bowley	distribution,moment,shape
DN_Withinp_05	DN_Withinp_05	distribution,spread
DN_Withinp_10	DN_Withinp_10	distribution,spread
DN_Withinp_15	DN_Withinp_15	distribution,spread
DN_Withinp_20	DN_Withinp_20	distribution,spread
DN_Withinp_25	DN_Withinp_25	distribution,spread
DN_Withinp_30	DN_Withinp_30	distribution,spread
DN_pleft_005	DN_pleft005	distribution,spread
DN_pleft_01		DN_pleft01	distribution,spread
DN_pleft_02		DN_pleft02	distribution,spread
DN_pleft_03		DN_pleft03	distribution,spread
DN_pleft_04		DN_pleft04	distribution,spread
DN_pleft_05		DN_pleft05	distribution,spread
DN_Quantile_1	quantile_1	distribution
DN_Quantile_2	quantile_2	distribution
DN_Quantile_3	quantile_3	distribution
DN_Quantile_4	quantile_4	distribution
DN_Quantile_5	quantile_5	distribution
DN_Quantile_10	quantile_10	distribution
DN_Quantile_20	quantile_20	distribution
DN_Quantile_30	quantile_30	distribution
DN_Quantile_40	quantile_40	distribution
DN_Quantile_50	quantile_50	distribution
DN_Quantile_60	quantile_60	distribution
DN_Quantile_70	quantile_70	distribution
DN_Quantile_80	quantile_80	distribution
DN_Quantile_90	quantile_90	distribution
DN_Quantile_91	quantile_91	distribution
DN_Quantile_92	quantile_92	distribution
DN_Quantile_93	quantile_93	distribution
DN_Quantile_94	quantile_94	distribution
DN_Quantile_95	quantile_95	distribution
DN_Quantile_96	quantile_96	distribution
DN_Quantile_97	quantile_97	distribution
DN_Quantile_98	quantile_98	distribution
DN_Quantile_99	quantile_99	distribution
DN_cv_1	coeff_var_1	spread,cv,raw,locdep,spreaddep
DN_cv_2	coeff_var_2	spread,cv,raw,locdep,spreaddep
DN_cv_3	coeff_var_3	spread,cv,raw,locdep,spreaddep
DN_cv_4	coeff_var_4	spread,cv,raw,locdep,spreaddep
DN_cv_5	coeff_var_5	spread,cv,raw,locdep,spreaddep
DN_cv_6	coeff_var_6	spread,cv,raw,locdep,spreaddep
DN_HighLowMu	HighLowMu	distribution,skewness,raw,locdep,spreaddep
ST_SimpleStats_zcross	ST_SimpleStats_zcross	noisiness
ST_SimpleStats_max	ST_SimpleStats_max	noisiness
ST_SimpleStats_min	ST_SimpleStats_min	noisiness
ST_SimpleStats_pmcross	ST_SimpleStats_pmcross	distribution
DN_ProportionValues_zeros	DN_ProportionValues_zeros	raw
DN_ProportionValues_geq0	DN_ProportionValues_geq0	raw,locdep
DN_ProportionValues_positive	DN_ProportionValues_positive	raw,locdep
AC_1	AC_1	correlation,autocorrelation
AC_2	AC_2	correlation,autocorrelation
AC_3	AC_3	correlation,autocorrelation
AC_4	AC_4	correlation,autocorrelation
AC_5	AC_5	correlation,autocorrelation
AC_6	AC_6	correlation,autocorrelation
AC_7	AC_7	correlation,autocorrelation
AC_8	AC_8	correlation,autocorrelation
AC_9	AC_9	correlation,autocorrelation
AC_10	AC_10	correlation,autocorrelation
AC_11	AC_11	correlation,autocorrelation
AC_12	AC_12	correlation,autocorrelation
AC_13	AC_13	correlation,autocorrelation
AC_14	AC_14	correlation,autocorrelation
AC_15	AC_15	correlation,autocorrelation
AC_16	AC_16	correlation,autocorrelation
AC_17	AC_17	correlation,autocorrelation
AC_18	AC_18	correlation,autocorrelation
AC_19	AC_19	correlation,autocorrelation
AC_20	AC_20	correlation,autocorrelation
AC_21	AC_21	correlation,autocorrelation
AC_22	AC_22	correlation,autocorrelation
AC_23	AC_23	correlation,autocorrelation
AC_24	AC_24	correlation,autocorrelation
AC_25	AC_25	correlation,autocorrelation
AC_26	AC_26	correlation,autocorrelation
AC_27	AC_27	correlation,autocorrelation
AC_28	AC_28	correlation,autocorrelation
AC_29	AC_29	correlation,autocorrelation
AC_30	AC_30	correlation,autocorrelation
AC_31	AC_31	correlation,autocorrelation
AC_32	AC_32	correlation,autocorrelation
AC_33	AC_33	correlation,autocorrelation
AC_34	AC_34	correlation,autocorrelation
AC_35	AC_35	correlation,autocorrelation
AC_36	AC_36	correlation,autocorrelation
AC_37	AC_37	correlation,autocorrelation
AC_38	AC_38	correlation,autocorrelation
AC_39	AC_39	correlation,autocorrelation
AC_40	AC_40	correlation,autocorrelation
CO_FirstZero_ac	first_zero_ac	correlation,tau,autocorrelation
CO_f1ecac		first_1e_ac		correlation,tau,autocorrelation
CO_FirstMin_ac	first_min_acf	correlation,tau,autocorrelation
AC_nl_12		AC_nl_12		correlation,autocorrelation,nonlinearautocorr
AC_nl_123		AC_nl_123		correlation,autocorrelation,nonlinearautocorr
AC_nl_1234		AC_nl_1234		correlation,autocorrelation,nonlinearautocorr
AC_nl_12345		AC_nl_12345		correlation,autocorrelation,nonlinearautocorr
AC_nl_123456	AC_nl_123456	correlation,autocorrelation,nonlinearautocorr
AC_nl_1234567	AC_nl_1234567	correlation,autocorrelation,nonlinearautocorr
AC_nl_12345678	AC_nl_12345678	correlation,autocorrelation,nonlinearautocorr
AC_nl_13	AC_nl_13	correlation,autocorrelation,nonlinearautocorr
AC_nl_24	AC_nl_24	correlation,autocorrelation,nonlinearautocorr
AC_nl_135	AC_nl_135	correlation,autocorrelation,nonlinearautocorr
AC_nl_246	AC_nl_246	correlation,autocorrelation,nonlinearautocorr
AC_nl_1357	AC_nl_1357	correlation,autocorrelation,nonlinearautocorr
AC_nl_2468	AC_nl_2468	correlation,autocorrelation,nonlinearautocorr
AC_nl_124	AC_nl_124	correlation,autocorrelation,nonlinearautocorr
AC_nl_134	AC_nl_134	correlation,autocorrelation,nonlinearautocorr
AC_nl_14	AC_nl_14	correlation,autocorrelation,nonlinearautocorr
AC_nl_11	AC_nl_11	correlation,autocorrelation,nonlinearautocorr
AC_nl_22	AC_nl_22	correlation,autocorrelation,nonlinearautocorr
AC_nl_33	AC_nl_33	correlation,autocorrelation,nonlinearautocorr
AC_nl_44	AC_nl_44	correlation,autocorrelation,nonlinearautocorr
AC_nl_55	AC_nl_55	correlation,autocorrelation,nonlinearautocorr
AC_nl_66	AC_nl_66	correlation,autocorrelation,nonlinearautocorr
AC_nl_011	AC_nl_011	correlation,autocorrelation,nonlinearautocorr
AC_nl_022	AC_nl_022	correlation,autocorrelation,nonlinearautocorr
AC_nl_033	AC_nl_033	correlation,autocorrelation,nonlinearautocorr
AC_nl_044	AC_nl_044	correlation,autocorrelation,nonlinearautocorr
AC_nl_055	AC_nl_055	correlation,autocorrelation,nonlinearautocorr
AC_nl_066	AC_nl_066	correlation,autocorrelation,nonlinearautocorr
AC_nl_001	AC_nl_001	correlation,autocorrelation,nonlinearautocorr
AC_nl_002	AC_nl_002	correlation,autocorrelation,nonlinearautocorr
AC_nl_003	AC_nl_003	correlation,autocorrelation,nonlinearautocorr
AC_nl_004	AC_nl_004	correlation,autocorrelation,nonlinearautocorr
AC_nl_005	AC_nl_005	correlation,autocorrelation,nonlinearautocorr
AC_nl_006	AC_nl_006	correlation,autocorrelation,nonlinearautocorr
AC_nl_012	AC_nl_012	correlation,autocorrelation,nonlinearautocorr
AC_nl_013	AC_nl_013	correlation,autocorrelation,nonlinearautocorr
AC_nl_023	AC_nl_023	correlation,autocorrelation,nonlinearautocorr
AC_nl_014	AC_nl_014	correlation,autocorrelation,nonlinearautocorr
AC_nl_024	AC_nl_024	correlation,autocorrelation,nonlinearautocorr
AC_nl_034	AC_nl_034	correlation,autocorrelation,nonlinearautocorr
AC_nl_015	AC_nl_015	correlation,autocorrelation,nonlinearautocorr
AC_nl_025	AC_nl_025	correlation,autocorrelation,nonlinearautocorr
AC_nl_035	AC_nl_035	correlation,autocorrelation,nonlinearautocorr
AC_nl_045	AC_nl_045	correlation,autocorrelation,nonlinearautocorr
AC_nl_016	AC_nl_016	correlation,autocorrelation,nonlinearautocorr
AC_nl_026	AC_nl_026	correlation,autocorrelation,nonlinearautocorr
AC_nl_036	AC_nl_036	correlation,autocorrelation,nonlinearautocorr
AC_nl_046	AC_nl_046	correlation,autocorrelation,nonlinearautocorr
AC_nl_056	AC_nl_056	correlation,autocorrelation,nonlinearautocorr
AC_nl_112	AC_nl_112	correlation,autocorrelation,nonlinearautocorr
AC_nl_113	AC_nl_113	correlation,autocorrelation,nonlinearautocorr
AC_nl_122	AC_nl_122	correlation,autocorrelation,nonlinearautocorr
AC_nl_133	AC_nl_133	correlation,autocorrelation,nonlinearautocorr
AC_nl_223	AC_nl_223	correlation,autocorrelation,nonlinearautocorr
AC_nl_233	AC_nl_233	correlation,autocorrelation,nonlinearautocorr
AMI_0	AMI_0	information,correlation,AMI
AMI_1	AMI_1	information,correlation,AMI
AMI_2	AMI_2	information,correlation,AMI
AMI_3	AMI_3	information,correlation,AMI
AMI_4	AMI_4	information,correlation,AMI
AMI_5	AMI_5	information,correlation,AMI
AMI_6	AMI_6	information,correlation,AMI
AMI_7	AMI_7	information,correlation,AMI
AMI_8	AMI_8	information,correlation,AMI
AMI_9	AMI_9	information,correlation,AMI
AMI_10	AMI_10	information,correlation,AMI
CO_FirstMin_mi	first_minimum_mi	correlation,AMI,tau
CO_HistogramAMI_1_std1_2	CO_HistogramAMI_1_std1_2	information,correlation,AMI
CO_HistogramAMI_1_std1_4	CO_HistogramAMI_1_std1_4	information,correlation,AMI
CO_HistogramAMI_1_std1_6	CO_HistogramAMI_1_std1_6	information,correlation,AMI
CO_HistogramAMI_1_std1_8	CO_HistogramAMI_1_std1_8	information,correlation,AMI
CO_HistogramAMI_1_std1_10	CO_HistogramAMI_1_std1_10	information,correlation,AMI
CO_HistogramAMI_1_std1_20	CO_HistogramAMI_1_std1_20	information,correlation,AMI
CO_HistogramAMI_2_std1_2	CO_HistogramAMI_2_std1_2	information,correlation,AMI
CO_HistogramAMI_2_std1_4	CO_HistogramAMI_2_std1_4	information,correlation,AMI
CO_HistogramAMI_2_std1_6	CO_HistogramAMI_2_std1_6	information,correlation,AMI
CO_HistogramAMI_2_std1_8	CO_HistogramAMI_2_std1_8	information,correlation,AMI
CO_HistogramAMI_2_std1_10	CO_HistogramAMI_2_std1_10	information,correlation,AMI
CO_HistogramAMI_2_std1_20	CO_HistogramAMI_2_std1_20	information,correlation,AMI
CO_HistogramAMI_3_std1_2	CO_HistogramAMI_3_std1_2	information,correlation,AMI
CO_HistogramAMI_3_std1_4	CO_HistogramAMI_3_std1_4	information,correlation,AMI
CO_HistogramAMI_3_std1_6	CO_HistogramAMI_3_std1_6	information,correlation,AMI
CO_HistogramAMI_3_std1_8	CO_HistogramAMI_3_std1_8	information,correlation,AMI
CO_HistogramAMI_3_std1_10	CO_HistogramAMI_3_std1_10	information,correlation,AMI
CO_HistogramAMI_3_std1_20	CO_HistogramAMI_3_std1_20	information,correlation,AMI
CO_HistogramAMI_4_std1_2	CO_HistogramAMI_4_std1_2	information,correlation,AMI
CO_HistogramAMI_4_std1_4	CO_HistogramAMI_4_std1_4	information,correlation,AMI
CO_HistogramAMI_4_std1_6	CO_HistogramAMI_4_std1_6	information,correlation,AMI
CO_HistogramAMI_4_std1_8	CO_HistogramAMI_4_std1_8	information,correlation,AMI
CO_HistogramAMI_4_std1_10	CO_HistogramAMI_4_std1_10	information,correlation,AMI
CO_HistogramAMI_4_std1_20	CO_HistogramAMI_4_std1_20	information,correlation,AMI
CO_HistogramAMI_5_std1_2	CO_HistogramAMI_5_std1_2	information,correlation,AMI
CO_HistogramAMI_5_std1_4	CO_HistogramAMI_5_std1_4	information,correlation,AMI
CO_HistogramAMI_5_std1_6	CO_HistogramAMI_5_std1_6	information,correlation,AMI
CO_HistogramAMI_5_std1_8	CO_HistogramAMI_5_std1_8	information,correlation,AMI
CO_HistogramAMI_5_std1_10	CO_HistogramAMI_5_std1_10	information,correlation,AMI
CO_HistogramAMI_5_std1_20	CO_HistogramAMI_5_std1_20	information,correlation,AMI
CO_HistogramAMI_1_std2_2	CO_HistogramAMI_1_std2_2	information,correlation,AMI
CO_HistogramAMI_1_std2_4	CO_HistogramAMI_1_std2_4	information,correlation,AMI
CO_HistogramAMI_1_std2_6	CO_HistogramAMI_1_std2_6	information,correlation,AMI
CO_HistogramAMI_1_std2_8	CO_HistogramAMI_1_std2_8	information,correlation,AMI
CO_HistogramAMI_1_std2_10	CO_HistogramAMI_1_std2_10	information,correlation,AMI
CO_HistogramAMI_1_std2_20	CO_HistogramAMI_1_std2_20	information,correlation,AMI
CO_HistogramAMI_2_std2_2	CO_HistogramAMI_2_std2_2	information,correlation,AMI
CO_HistogramAMI_2_std2_4	CO_HistogramAMI_2_std2_4	information,correlation,AMI
CO_HistogramAMI_2_std2_6	CO_HistogramAMI_2_std2_6	information,correlation,AMI
CO_HistogramAMI_2_std2_8	CO_HistogramAMI_2_std2_8	information,correlation,AMI
CO_HistogramAMI_2_std2_10	CO_HistogramAMI_2_std2_10	information,correlation,AMI
CO_HistogramAMI_2_std2_20	CO_HistogramAMI_2_std2_20	information,correlation,AMI
CO_HistogramAMI_3_std2_2	CO_HistogramAMI_3_std2_2	information,correlation,AMI
CO_HistogramAMI_3_std2_4	CO_HistogramAMI_3_std2_4	information,correlation,AMI
CO_HistogramAMI_3_std2_6	CO_HistogramAMI_3_std2_6	information,correlation,AMI
CO_HistogramAMI_3_std2_8	CO_HistogramAMI_3_std2_8	information,correlation,AMI
CO_HistogramAMI_3_std2_10	CO_HistogramAMI_3_std2_10	information,correlation,AMI
CO_HistogramAMI_3_std2_20	CO_HistogramAMI_3_std2_20	information,correlation,AMI
CO_HistogramAMI_4_std2_2	CO_HistogramAMI_4_std2_2	information,correlation,AMI
CO_HistogramAMI_4_std2_4	CO_HistogramAMI_4_std2_4	information,correlation,AMI
CO_HistogramAMI_4_std2_6	CO_HistogramAMI_4_std2_6	information,correlation,AMI
CO_HistogramAMI_4_std2_8	CO_HistogramAMI_4_std2_8	information,correlation,AMI
CO_HistogramAMI_4_std2_10	CO_HistogramAMI_4_std2_10	information,correlation,AMI
CO_HistogramAMI_4_std2_20	CO_HistogramAMI_4_std2_20	information,correlation,AMI
CO_HistogramAMI_5_std2_2	CO_HistogramAMI_5_std2_2	information,correlation,AMI
CO_HistogramAMI_5_std2_4	CO_HistogramAMI_5_std2_4	information,correlation,AMI
CO_HistogramAMI_5_std2_6	CO_HistogramAMI_5_std2_6	information,correlation,AMI
CO_HistogramAMI_5_std2_8	CO_HistogramAMI_5_std2_8	information,correlation,AMI
CO_HistogramAMI_5_std2_10	CO_HistogramAMI_5_std2_10	information,correlation,AMI
CO_HistogramAMI_5_std2_20	CO_HistogramAMI_5_std2_20	information,correlation,AMI
CO_HistogramAMI_1_even_2	CO_HistogramAMI_1_even_2	information,correlation,AMI
CO_HistogramAMI_1_even_4	CO_HistogramAMI_1_even_4	information,correlation,AMI
CO_HistogramAMI_1_even_6	CO_HistogramAMI_1_even_6	information,correlation,AMI
CO_HistogramAMI_1_even_8	CO_HistogramAMI_1_even_8	information,correlation,AMI
CO_HistogramAMI_1_even_10	CO_HistogramAMI_1_even_10	information,correlation,AMI
CO_HistogramAMI_1_even_20	CO_HistogramAMI_1_even_20	information,correlation,AMI
CO_HistogramAMI_2_even_2	CO_HistogramAMI_2_even_2	information,correlation,AMI
CO_HistogramAMI_2_even_4	CO_HistogramAMI_2_even_4	information,correlation,AMI
CO_HistogramAMI_2_even_6	CO_HistogramAMI_2_even_6	information,correlation,AMI
CO_HistogramAMI_2_even_8	CO_HistogramAMI_2_even_8	information,correlation,AMI
CO_HistogramAMI_2_even_10	CO_HistogramAMI_2_even_10	information,correlation,AMI
CO_HistogramAMI_2_even_20	CO_HistogramAMI_2_even_20	information,correlation,AMI
CO_HistogramAMI_3_even_2	CO_HistogramAMI_3_even_2	information,correlation,AMI
CO_HistogramAMI_3_even_4	CO_HistogramAMI_3_even_4	information,correlation,AMI
CO_HistogramAMI_3_even_6	CO_HistogramAMI_3_even_6	information,correlation,AMI
CO_HistogramAMI_3_even_8	CO_HistogramAMI_3_even_8	information,correlation,AMI
CO_HistogramAMI_3_even_10	CO_HistogramAMI_3_even_10	information,correlation,AMI
CO_HistogramAMI_3_even_20	CO_HistogramAMI_3_even_20	information,correlation,AMI
CO_HistogramAMI_4_even_2	CO_HistogramAMI_4_even_2	information,correlation,AMI
CO_HistogramAMI_4_even_4	CO_HistogramAMI_4_even_4	information,correlation,AMI
CO_HistogramAMI_4_even_6	CO_HistogramAMI_4_even_6	information,correlation,AMI
CO_HistogramAMI_4_even_8	CO_HistogramAMI_4_even_8	information,correlation,AMI
CO_HistogramAMI_4_even_10	CO_HistogramAMI_4_even_10	information,correlation,AMI
CO_HistogramAMI_4_even_20	CO_HistogramAMI_4_even_20	information,correlation,AMI
CO_HistogramAMI_5_even_2	CO_HistogramAMI_5_even_2	information,correlation,AMI
CO_HistogramAMI_5_even_4	CO_HistogramAMI_5_even_4	information,correlation,AMI
CO_HistogramAMI_5_even_6	CO_HistogramAMI_5_even_6	information,correlation,AMI
CO_HistogramAMI_5_even_8	CO_HistogramAMI_5_even_8	information,correlation,AMI
CO_HistogramAMI_5_even_10	CO_HistogramAMI_5_even_10	information,correlation,AMI
CO_HistogramAMI_5_even_20	CO_HistogramAMI_5_even_20	information,correlation,AMI
CO_HistogramAMI_1_quantiles_2	CO_HistogramAMI_1_quantiles_2	information,correlation,AMI
CO_HistogramAMI_1_quantiles_4	CO_HistogramAMI_1_quantiles_4	information,correlation,AMI
CO_HistogramAMI_1_quantiles_6	CO_HistogramAMI_1_quantiles_6	information,correlation,AMI
CO_HistogramAMI_1_quantiles_8	CO_HistogramAMI_1_quantiles_8	information,correlation,AMI
CO_HistogramAMI_1_quantiles_10	CO_HistogramAMI_1_quantiles_10	information,correlation,AMI
CO_HistogramAMI_1_quantiles_20	CO_HistogramAMI_1_quantiles_20	information,correlation,AMI
CO_HistogramAMI_2_quantiles_2	CO_HistogramAMI_2_quantiles_2	information,correlation,AMI
CO_HistogramAMI_2_quantiles_4	CO_HistogramAMI_2_quantiles_4	information,correlation,AMI
CO_HistogramAMI_2_quantiles_6	CO_HistogramAMI_2_quantiles_6	information,correlation,AMI
CO_HistogramAMI_2_quantiles_8	CO_HistogramAMI_2_quantiles_8	information,correlation,AMI
CO_HistogramAMI_2_quantiles_10	CO_HistogramAMI_2_quantiles_10	information,correlation,AMI
CO_HistogramAMI_2_quantiles_20	CO_HistogramAMI_2_quantiles_20	information,correlation,AMI
CO_HistogramAMI_3_quantiles_2	CO_HistogramAMI_3_quantiles_2	information,correlation,AMI
CO_HistogramAMI_3_quantiles_4	CO_HistogramAMI_3_quantiles_4	information,correlation,AMI
CO_HistogramAMI_3_quantiles_6	CO_HistogramAMI_3_quantiles_6	information,correlation,AMI
CO_HistogramAMI_3_quantiles_8	CO_HistogramAMI_3_quantiles_8	information,correlation,AMI
CO_HistogramAMI_3_quantiles_10	CO_HistogramAMI_3_quantiles_10	information,correlation,AMI
CO_HistogramAMI_3_quantiles_20	CO_HistogramAMI_3_quantiles_20	information,correlation,AMI
CO_HistogramAMI_4_quantiles_2	CO_HistogramAMI_4_quantiles_2	information,correlation,AMI
CO_HistogramAMI_4_quantiles_4	CO_HistogramAMI_4_quantiles_4	information,correlation,AMI
CO_HistogramAMI_4_quantiles_6	CO_HistogramAMI_4_quantiles_6	information,correlation,AMI
CO_HistogramAMI_4_quantiles_8	CO_HistogramAMI_4_quantiles_8	information,correlation,AMI
CO_HistogramAMI_4_quantiles_10	CO_HistogramAMI_4_quantiles_10	information,correlation,AMI
CO_HistogramAMI_4_quantiles_20	CO_HistogramAMI_4_quantiles_20	information,correlation,AMI
CO_HistogramAMI_5_quantiles_2	CO_HistogramAMI_5_quantiles_2	information,correlation,AMI
CO_HistogramAMI_5_quantiles_4	CO_HistogramAMI_5_quantiles_4	information,correlation,AMI
CO_HistogramAMI_5_quantiles_6	CO_HistogramAMI_5_quantiles_6	information,correlation,AMI
CO_HistogramAMI_5_quantiles_8	CO_HistogramAMI_5_quantiles_8	information,correlation,AMI
CO_HistogramAMI_5_quantiles_10	CO_HistogramAMI_5_quantiles_10	information,correlation,AMI
CO_HistogramAMI_5_quantiles_20	CO_HistogramAMI_5_quantiles_20	information,correlation,AMI
CO_glscf_1_1_1	CO_glscf_1_1_1	correlation,glscf
CO_glscf_1_1_2	CO_glscf_1_1_2	correlation,glscf
CO_glscf_1_1_3	CO_glscf_1_1_3	correlation,glscf
CO_glscf_1_1_4	CO_glscf_1_1_4	correlation,glscf
CO_glscf_1_1_5	CO_glscf_1_1_5	correlation,glscf
CO_glscf_1_1_tau	CO_glscf_1_1_tau	correlation,glscf
CO_glscf_1_2_1	CO_glscf_1_2_1	correlation,glscf
CO_glscf_1_2_2	CO_glscf_1_2_2	correlation,glscf
CO_glscf_1_2_3	CO_glscf_1_2_3	correlation,glscf
CO_glscf_1_2_4	CO_glscf_1_2_4	correlation,glscf
CO_glscf_1_2_5	CO_glscf_1_2_5	correlation,glscf
CO_glscf_1_2_tau	CO_glscf_1_2_tau	correlation,glscf
CO_glscf_1_5_1	CO_glscf_1_5_1	correlation,glscf
CO_glscf_1_5_2	CO_glscf_1_5_2	correlation,glscf
CO_glscf_1_5_3	CO_glscf_1_5_3	correlation,glscf
CO_glscf_1_5_4	CO_glscf_1_5_4	correlation,glscf
CO_glscf_1_5_5	CO_glscf_1_5_5	correlation,glscf
CO_glscf_1_5_tau	CO_glscf_1_5_tau	correlation,glscf
CO_glscf_1_10_1	CO_glscf_1_10_1	correlation,glscf
CO_glscf_1_10_2	CO_glscf_1_10_2	correlation,glscf
CO_glscf_1_10_3	CO_glscf_1_10_3	correlation,glscf
CO_glscf_1_10_4	CO_glscf_1_10_4	correlation,glscf
CO_glscf_1_10_5	CO_glscf_1_10_5	correlation,glscf
CO_glscf_1_10_tau	CO_glscf_1_10_tau	correlation,glscf
CO_glscf_2_2_1	CO_glscf_2_2_1	correlation,glscf
CO_glscf_2_2_2	CO_glscf_2_2_2	correlation,glscf
CO_glscf_2_2_3	CO_glscf_2_2_3	correlation,glscf
CO_glscf_2_2_4	CO_glscf_2_2_4	correlation,glscf
CO_glscf_2_2_5	CO_glscf_2_2_5	correlation,glscf
CO_glscf_2_2_tau	CO_glscf_2_2_tau	correlation,glscf
CO_glscf_2_5_1	CO_glscf_2_5_1	correlation,glscf
CO_glscf_2_5_2	CO_glscf_2_5_2	correlation,glscf
CO_glscf_2_5_3	CO_glscf_2_5_3	correlation,glscf
CO_glscf_2_5_4	CO_glscf_2_5_4	correlation,glscf
CO_glscf_2_5_5	CO_glscf_2_5_5	correlation,glscf
CO_glscf_2_5_tau	CO_glscf_2_5_tau	correlation,glscf
CO_fzcglscf_1_1	CO_fzcglscf_1_1	correlation,glscf,tau
CO_fzcglscf_1_2	CO_fzcglscf_1_2	correlation,glscf,tau
CO_fzcglscf_1_3	CO_fzcglscf_1_3	correlation,glscf,tau
CO_fzcglscf_1_4	CO_fzcglscf_1_4	correlation,glscf,tau
CO_fzcglscf_1_5	CO_fzcglscf_1_5	correlation,glscf,tau
CO_fzcglscf_1_6	CO_fzcglscf_1_6	correlation,glscf,tau
CO_fzcglscf_1_7	CO_fzcglscf_1_7	correlation,glscf,tau
CO_fzcglscf_1_8	CO_fzcglscf_1_8	correlation,glscf,tau
CO_fzcglscf_1_9	CO_fzcglscf_1_9	correlation,glscf,tau
CO_fzcglscf_1_10	CO_fzcglscf_1_10	correlation,glscf,tau
CO_fzcglscf_2_2	CO_fzcglscf_2_2	correlation,glscf,tau
CO_fzcglscf_2_5	CO_fzcglscf_2_5	correlation,glscf,tau
CO_fzcglscf_2_10	CO_fzcglscf_2_10	correlation,glscf,tau
CO_fzcglscf_5_5	CO_fzcglscf_5_5	correlation,glscf,tau
CO_fzcglscf_5_10	CO_fzcglscf_5_10	correlation,glscf,tau
CO_fzcglscf_10_10	CO_fzcglscf_10_10	correlation,glscf,tau
DT_IsSeasonal	seasonality_test	periodicity
StatAv2	StatAv2	stationarity,StatAv
StatAv3	StatAv3	stationarity,StatAv
StatAv4	StatAv4	stationarity,StatAv
StatAv5	StatAv5	stationarity,StatAv
StatAv6	StatAv6	stationarity,StatAv
StatAv7	StatAv7	stationarity,StatAv
StatAv8	StatAv8	stationarity,StatAv
StatAv9	StatAv9	stationarity,StatAv
StatAv10	StatAv10	stationarity,StatAv
StatAvl25	StatAvl25	stationarity,StatAv
StatAvl50	StatAvl50	stationarity,StatAv
StatAvl100	StatAvl100	stationarity,StatAv
StatAvl150	StatAvl150	stationarity,StatAv
StatAvl200	StatAvl200	stationarity,StatAv
StatAvl250	StatAvl250	stationarity,StatAv
StatAvl500	StatAvl500	stationarity,StatAv
StatAvl1000	StatAvl1000	stationarity,StatAv
StatAvl2000	StatAvl2000	stationarity,StatAv
SY_SlidingWindow_m_s2_1			SY_SlidingWindow_m_s2_1			stationarity,slidingwin
SY_SlidingWindow_m_s2_2			SY_SlidingWindow_m_s2_2			stationarity,slidingwin
SY_SlidingWindow_m_s2_10		SY_SlidingWindow_m_s2_10		stationarity,slidingwin
SY_SlidingWindow_m_s5_1			SY_SlidingWindow_m_s5_1			stationarity,slidingwin
SY_SlidingWindow_m_s5_2			SY_SlidingWindow_m_s5_2			stationarity,slidingwin
SY_SlidingWindow_m_s5_10		SY_SlidingWindow_m_s5_10		stationarity,slidingwin
SY_SlidingWindow_m_s10_1		SY_SlidingWindow_m_s10_1		stationarity,slidingwin
