#epsilon= 2.000000e-03  dim= 2
0 -7.497856e+00 1000
1 -6.804784e+00 1000
2 -6.112282e+00 1000
3 -5.419506e+00 1000
4 -4.721777e+00 1000
5 -4.019551e+00 1000
6 -3.315416e+00 1000
7 -2.618584e+00 1000
8 -1.926563e+00 1000
9 -1.271241e+00 1000
10 -7.172973e-01 1000
11 -4.260887e-01 1000
12 -3.792612e-01 1000
13 -3.969476e-01 1000
14 -3.884130e-01 1000
15 -3.978171e-01 1000
16 -4.011026e-01 1000
17 -3.900016e-01 1000
18 -3.863915e-01 1000
19 -3.933627e-01 1000
20 -3.856641e-01 1000

#epsilon= 2.000000e-03  dim= 3
0 -7.563106e+00 980
1 -6.866297e+00 980
2 -6.175256e+00 980
3 -5.482431e+00 980
4 -4.788569e+00 980
5 -4.090746e+00 980
6 -3.392585e+00 980
7 -2.693246e+00 980
8 -2.000391e+00 980
9 -1.333382e+00 980
10 -7.562674e-01 980
11 -3.928278e-01 980
12 -2.378602e-01 980
13 -1.925095e-01 980
14 -2.169465e-01 980
15 -2.137495e-01 980
16 -2.250948e-01 980
17 -2.114900e-01 980
18 -2.077386e-01 980
19 -2.030118e-01 980
20 -2.064756e-01 980

#epsilon= 2.000000e-03  dim= 4
0 -7.655473e+00 878
1 -6.943420e+00 878
2 -6.240131e+00 878
3 -5.547936e+00 878
4 -4.856139e+00 878
5 -4.162574e+00 878
6 -3.467601e+00 878
7 -2.766722e+00 878
8 -2.075608e+00 878
9 -1.414747e+00 878
10 -8.331282e-01 878
11 -4.327837e-01 878
12 -2.240069e-01 878
13 -1.116043e-01 878
14 -7.646564e-02 878
15 -1.024321e-01 878
16 -9.710655e-02 878
17 -8.632942e-02 878
18 -8.815845e-02 878
19 -9.215615e-02 878
20 -9.462346e-02 878

#epsilon= 3.556559e-03  dim= 2
0 -6.901766e+00 1000
1 -6.208567e+00 1000
2 -5.515926e+00 1000
3 -4.821530e+00 1000
4 -4.122865e+00 1000
5 -3.412072e+00 1000
6 -2.702268e+00 1000
7 -2.005994e+00 1000
8 -1.337135e+00 1000
9 -7.703275e-01 1000
10 -4.408215e-01 1000
11 -3.739068e-01 1000
12 -3.973098e-01 1000
13 -3.771988e-01 1000
14 -3.687749e-01 1000
15 -3.763453e-01 1000
16 -3.840638e-01 1000
17 -3.789953e-01 1000
18 -3.743922e-01 1000
19 -3.718478e-01 1000
20 -3.711872e-01 1000

#epsilon= 3.556559e-03  dim= 3
0 -6.918938e+00 1000
1 -6.226273e+00 1000
2 -5.533679e+00 1000
3 -4.840308e+00 1000
4 -4.144864e+00 1000
5 -3.444130e+00 1000
6 -2.739737e+00 1000
7 -2.038416e+00 1000
8 -1.365389e+00 1000
9 -7.739667e-01 1000
10 -3.848517e-01 1000
11 -2.271056e-01 1000
12 -1.714358e-01 1000
13 -1.838991e-01 1000
14 -1.751195e-01 1000
15 -1.800116e-01 1000
16 -1.831574e-01 1000
17 -1.803671e-01 1000
18 -1.737308e-01 1000
19 -1.729209e-01 1000
20 -1.731557e-01 1000

#epsilon= 3.556559e-03  dim= 4
0 -6.997383e+00 971
1 -6.300779e+00 971
2 -5.604895e+00 971
3 -4.912723e+00 971
4 -4.218786e+00 971
5 -3.520469e+00 971
6 -2.815109e+00 971
7 -2.119508e+00 971
8 -1.450564e+00 971
9 -8.490260e-01 971
10 -4.165550e-01 971
11 -2.032668e-01 971
12 -7.977952e-02 971
13 -3.091917e-02 971
14 -5.309683e-02 971
15 -5.389489e-02 971
16 -5.570757e-02 971
17 -5.673244e-02 971
18 -5.429815e-02 971
19 -4.279810e-02 971
20 -4.481864e-02 971

#epsilon= 6.324555e-03  dim= 2
0 -6.318921e+00 1000
1 -5.625011e+00 1000
2 -4.931413e+00 1000
3 -4.235045e+00 1000
4 -3.531248e+00 1000
5 -2.811976e+00 1000
6 -2.104720e+00 1000
7 -1.419848e+00 1000
8 -8.281277e-01 1000
9 -4.621659e-01 1000
10 -3.614273e-01 1000
11 -3.805924e-01 1000
12 -3.739769e-01 1000
13 -3.685870e-01 1000
14 -3.689105e-01 1000
15 -3.730156e-01 1000
16 -3.737309e-01 1000
17 -3.710050e-01 1000
18 -3.692277e-01 1000
19 -3.679769e-01 1000
20 -3.665920e-01 1000

#epsilon= 6.324555e-03  dim= 3
0 -6.320120e+00 1000
1 -5.626889e+00 1000
2 -4.933424e+00 1000
3 -4.239093e+00 1000
4 -3.540105e+00 1000
5 -2.835098e+00 1000
6 -2.126355e+00 1000
7 -1.438468e+00 1000
8 -8.289447e-01 1000
9 -4.109696e-01 1000
10 -2.307339e-01 1000
11 -1.602130e-01 1000
12 -1.681492e-01 1000
13 -1.633230e-01 1000
14 -1.629473e-01 1000
15 -1.685526e-01 1000
16 -1.699931e-01 1000
17 -1.691608e-01 1000
18 -1.648532e-01 1000
19 -1.640064e-01 1000
20 -1.651600e-01 1000

#epsilon= 6.324555e-03  dim= 4
0 -6.349960e+00 997
1 -5.655799e+00 997
2 -4.961987e+00 997
3 -4.268661e+00 997
4 -3.572579e+00 997
5 -2.871684e+00 997
6 -2.169596e+00 997
7 -1.487245e+00 997
8 -8.691126e-01 997
9 -4.222926e-01 997
10 -2.003479e-01 997
11 -7.095280e-02 997
12 -1.350876e-02 997
13 -2.425498e-02 997
14 -2.750936e-02 997
15 -3.028302e-02 997
16 -3.122608e-02 997
17 -2.886663e-02 997
18 -2.413051e-02 997
19 -2.348018e-02 997
20 -2.639795e-02 997

#epsilon= 1.124683e-02  dim= 2
0 -5.746400e+00 1000
1 -5.050665e+00 1000
2 -4.355416e+00 1000
