0 -7.235493e+00
1 -5.119795e+00
2 -4.253255e+00
3 -3.709887e+00
4 -3.105839e+00
5 -2.480921e+00
6 -1.867765e+00
7 -1.316776e+00
8 -9.529063e-01
9 -8.188718e-01
10 -8.004784e-01
11 -8.009855e-01
12 -7.934426e-01
13 -7.763636e-01
14 -7.895096e-01
15 -7.955131e-01
16 -7.998375e-01
17 -7.988804e-01
18 -7.837416e-01
19 -7.936413e-01
20 -7.954136e-01
