0 -6.567921e+00
1 -3.875705e+00
2 -2.967687e+00
3 -2.426402e+00
4 -1.857719e+00
5 -1.352703e+00
6 -9.930981e-01
7 -8.574259e-01
8 -8.402069e-01
9 -8.451046e-01
10 -8.460667e-01
11 -8.594731e-01
12 -8.543425e-01
13 -8.518241e-01
14 -8.407665e-01
15 -8.303013e-01
16 -8.125296e-01
17 -8.143218e-01
18 -8.226858e-01
19 -8.386516e-01
20 -8.489900e-01
