0 -6.894042e+00
1 -4.472852e+00
2 -3.593323e+00
3 -3.064102e+00
4 -2.466066e+00
5 -1.877231e+00
6 -1.351521e+00
7 -9.913637e-01
8 -8.463343e-01
9 -8.234961e-01
10 -8.101771e-01
11 -8.100652e-01
12 -8.044880e-01
13 -7.935114e-01
14 -7.909375e-01
15 -8.049229e-01
16 -8.226334e-01
17 -8.047172e-01
18 -7.931690e-01
19 -8.096000e-01
20 -8.191302e-01
