0 -9.726462e+00
1 -9.033235e+00
2 -8.340147e+00
3 -7.647498e+00
4 -6.954549e+00
5 -6.261039e+00
6 -5.568029e+00
7 -4.874321e+00
8 -4.179688e+00
9 -3.484401e+00
10 -2.800103e+00
11 -2.136120e+00
12 -1.538504e+00
13 -1.105532e+00
14 -8.737216e-01
15 -7.825859e-01
16 -7.624446e-01
17 -7.666547e-01
18 -7.661600e-01
19 -7.811568e-01
20 -7.896551e-01
