0 -6.707525e+00
1 -4.106855e+00
2 -3.214513e+00
3 -2.673392e+00
4 -2.087883e+00
5 -1.537458e+00
6 -1.104401e+00
7 -8.779921e-01
8 -8.464219e-01
9 -8.401303e-01
10 -8.157872e-01
11 -8.225786e-01
12 -8.127427e-01
13 -8.063823e-01
14 -8.086133e-01
15 -8.102387e-01
16 -8.117963e-01
17 -8.028047e-01
18 -8.062834e-01
19 -8.054940e-01
20 -8.179721e-01
